,artist,album,song_name,release_date,duration_ms,popularity,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
220,Poldoore,Street Bangerz Volume 6: Playhouse,But I Do,2012-05-30,240000,62,4ox2odCf0XL0g6692URWwe,0.65,0.7,9,-5.632,0,0.0346,0.00137,0.343,0.147,0.689,93.007,audio_features,4ox2odCf0XL0g6692URWwe,spotify:track:4ox2odCf0XL0g6692URWwe,https://api.spotify.com/v1/tracks/4ox2odCf0XL0g6692URWwe,https://api.spotify.com/v1/audio-analysis/4ox2odCf0XL0g6692URWwe,240000,4
221,Nouvelle Vague,Nouvelle vague,In a Manner of Speaking,2004-05-11,238000,61,3JaRjTNqNKiK8bWp3Dn7KB,0.805,0.337,6,-12.664,1,0.0363,0.755,0.00783,0.11,0.643,119.98,audio_features,3JaRjTNqNKiK8bWp3Dn7KB,spotify:track:3JaRjTNqNKiK8bWp3Dn7KB,https://api.spotify.com/v1/tracks/3JaRjTNqNKiK8bWp3Dn7KB,https://api.spotify.com/v1/audio-analysis/3JaRjTNqNKiK8bWp3Dn7KB,238000,4
222,Keren Ann,La Biographie de Luka Philipsen,Jardin d'hiver,2000-04-20,178160,61,45gpJxviKRBsQo1lDZ03Xf,0.805,0.307,4,-14.281,0,0.0463,0.792,0.612,0.373,0.547,115.014,audio_features,45gpJxviKRBsQo1lDZ03Xf,spotify:track:45gpJxviKRBsQo1lDZ03Xf,https://api.spotify.com/v1/tracks/45gpJxviKRBsQo1lDZ03Xf,https://api.spotify.com/v1/audio-analysis/45gpJxviKRBsQo1lDZ03Xf,178160,4
223,Bea and her Business,Born To Be Alive,Born To Be Alive,2023-05-12,157068,61,3t5o6aDBXWyNZiyFQylraq,0.441,0.508,11,-5.662,1,0.0347,0.879,0.000168,0.145,0.19,75.194,audio_features,3t5o6aDBXWyNZiyFQylraq,spotify:track:3t5o6aDBXWyNZiyFQylraq,https://api.spotify.com/v1/tracks/3t5o6aDBXWyNZiyFQylraq,https://api.spotify.com/v1/audio-analysis/3t5o6aDBXWyNZiyFQylraq,157068,4
224,Zaho de Sagazan,La symphonie des éclairs,Dis-moi que tu m'aimes,2023-03-31,266422,61,0bXcmXR5cotPsrFdWF1Rs9,0.599,0.0992,10,-14.308,0,0.0458,0.975,2.01e-05,0.0823,0.181,109.702,audio_features,0bXcmXR5cotPsrFdWF1Rs9,spotify:track:0bXcmXR5cotPsrFdWF1Rs9,https://api.spotify.com/v1/tracks/0bXcmXR5cotPsrFdWF1Rs9,https://api.spotify.com/v1/audio-analysis/0bXcmXR5cotPsrFdWF1Rs9,266422,4
225,Beirut,The Flying Club Cup,Nantes,2007-10-08,230200,61,1WBSFlSLyOZnSa8fj7a5yC,0.434,0.531,1,-9.553,1,0.0425,0.781,0.0134,0.135,0.641,131.199,audio_features,1WBSFlSLyOZnSa8fj7a5yC,spotify:track:1WBSFlSLyOZnSa8fj7a5yC,https://api.spotify.com/v1/tracks/1WBSFlSLyOZnSa8fj7a5yC,https://api.spotify.com/v1/audio-analysis/1WBSFlSLyOZnSa8fj7a5yC,230200,4
226,Daughter,If You Leave,Youth,2013-01-01,253013,60,0UPMxtinlgA1dkne9PAKTW,0.386,0.528,0,-11.291,1,0.0436,0.885,0.00559,0.117,0.388,146.412,audio_features,0UPMxtinlgA1dkne9PAKTW,spotify:track:0UPMxtinlgA1dkne9PAKTW,https://api.spotify.com/v1/tracks/0UPMxtinlgA1dkne9PAKTW,https://api.spotify.com/v1/audio-analysis/0UPMxtinlgA1dkne9PAKTW,253013,4
227,Angus & Julia Stone,Snow,Chateau,2017-09-15,273560,60,48mqfE8RHAaxVWSr3aSOjD,0.656,0.589,5,-11.478,1,0.0381,0.665,0.851,0.108,0.578,129.992,audio_features,48mqfE8RHAaxVWSr3aSOjD,spotify:track:48mqfE8RHAaxVWSr3aSOjD,https://api.spotify.com/v1/tracks/48mqfE8RHAaxVWSr3aSOjD,https://api.spotify.com/v1/audio-analysis/48mqfE8RHAaxVWSr3aSOjD,273560,4
228,Thom Yorke,Suspiria (Music for the Luca Guadagnino Film),Suspirium,2018-10-26,201768,59,4Y1igB1GDncJvt7ezbV3cW,0.457,0.223,1,-15.432,0,0.0317,0.988,0.918,0.135,0.438,150.998,audio_features,4Y1igB1GDncJvt7ezbV3cW,spotify:track:4Y1igB1GDncJvt7ezbV3cW,https://api.spotify.com/v1/tracks/4Y1igB1GDncJvt7ezbV3cW,https://api.spotify.com/v1/audio-analysis/4Y1igB1GDncJvt7ezbV3cW,201768,3
229,Eels,Hombre Lobo,That Look You Give That Guy,2009-06-02,255346,59,5LaE3oXGo5J6ORlGmTlnIb,0.777,0.511,5,-9.241,1,0.0267,0.584,0.0134,0.0968,0.499,94.421,audio_features,5LaE3oXGo5J6ORlGmTlnIb,spotify:track:5LaE3oXGo5J6ORlGmTlnIb,https://api.spotify.com/v1/tracks/5LaE3oXGo5J6ORlGmTlnIb,https://api.spotify.com/v1/audio-analysis/5LaE3oXGo5J6ORlGmTlnIb,255347,4
230,Iliona,Moins joli,Moins joli,2021-01-15,179880,59,2fgINBjLf7eCI3ky3n2gnS,0.532,0.18,9,-14.76,0,0.0466,0.94,0.000263,0.258,0.131,92.404,audio_features,2fgINBjLf7eCI3ky3n2gnS,spotify:track:2fgINBjLf7eCI3ky3n2gnS,https://api.spotify.com/v1/tracks/2fgINBjLf7eCI3ky3n2gnS,https://api.spotify.com/v1/audio-analysis/2fgINBjLf7eCI3ky3n2gnS,179881,4
231,Celeste,Not Your Muse (Deluxe),Lately,2021-01-29,244693,59,2WRDu73mfK4aZiVucqs0PZ,0.638,0.277,7,-9.005,0,0.0351,0.367,0.000201,0.075,0.361,133.637,audio_features,2WRDu73mfK4aZiVucqs0PZ,spotify:track:2WRDu73mfK4aZiVucqs0PZ,https://api.spotify.com/v1/tracks/2WRDu73mfK4aZiVucqs0PZ,https://api.spotify.com/v1/audio-analysis/2WRDu73mfK4aZiVucqs0PZ,244693,4
232,Kurt Vile,b'lieve i'm goin down...,Pretty Pimpin,2015-09-25,298760,59,47cNDW1xyM03mT2kseO41a,0.566,0.663,8,-9.068,1,0.0278,0.0945,0.294,0.0915,0.762,91.108,audio_features,47cNDW1xyM03mT2kseO41a,spotify:track:47cNDW1xyM03mT2kseO41a,https://api.spotify.com/v1/tracks/47cNDW1xyM03mT2kseO41a,https://api.spotify.com/v1/audio-analysis/47cNDW1xyM03mT2kseO41a,298760,4
233,Joan Baez,Diamonds & Rust,Diamonds And Rust,1975-04-01,286106,59,4O0sGJdqpHMaWz7KoVd7tb,0.506,0.343,5,-12.153,0,0.03,0.243,0.0,0.141,0.265,130.052,audio_features,4O0sGJdqpHMaWz7KoVd7tb,spotify:track:4O0sGJdqpHMaWz7KoVd7tb,https://api.spotify.com/v1/tracks/4O0sGJdqpHMaWz7KoVd7tb,https://api.spotify.com/v1/audio-analysis/4O0sGJdqpHMaWz7KoVd7tb,286107,4
234,Hazlett,Mama's Boy,Mama's Boy,2023-09-29,196923,59,68ZvWR7hhZ6mHtzBknduf6,0.528,0.234,4,-14.509,1,0.0281,0.796,0.0643,0.08,0.274,89.924,audio_features,68ZvWR7hhZ6mHtzBknduf6,spotify:track:68ZvWR7hhZ6mHtzBknduf6,https://api.spotify.com/v1/tracks/68ZvWR7hhZ6mHtzBknduf6,https://api.spotify.com/v1/audio-analysis/68ZvWR7hhZ6mHtzBknduf6,196924,4
235,Red Hot Chili Peppers,Californication (Deluxe Edition),Road Trippin',1999-06-08,204973,59,1XxCiPw07rd1ytYnE7SoJI,0.243,0.47,4,-8.194,0,0.0353,0.309,0.000798,0.121,0.393,204.026,audio_features,1XxCiPw07rd1ytYnE7SoJI,spotify:track:1XxCiPw07rd1ytYnE7SoJI,https://api.spotify.com/v1/tracks/1XxCiPw07rd1ytYnE7SoJI,https://api.spotify.com/v1/audio-analysis/1XxCiPw07rd1ytYnE7SoJI,204973,4
236,Laura Marling,I Speak Because I Can,What He Wrote,2010-01-01,247123,57,2CTOa3CEBts3p1NyTVLTXU,0.458,0.0987,9,-16.021,0,0.0376,0.948,0.00954,0.109,0.349,139.987,audio_features,2CTOa3CEBts3p1NyTVLTXU,spotify:track:2CTOa3CEBts3p1NyTVLTXU,https://api.spotify.com/v1/tracks/2CTOa3CEBts3p1NyTVLTXU,https://api.spotify.com/v1/audio-analysis/2CTOa3CEBts3p1NyTVLTXU,247123,3
237,Yael Naim,Yael Naïm,New Soul,2007-10-22,225106,57,476JcJ3TpAuCOlGdCmomGm,0.769,0.371,0,-8.522,1,0.0326,0.733,3.73e-05,0.106,0.653,100.001,audio_features,476JcJ3TpAuCOlGdCmomGm,spotify:track:476JcJ3TpAuCOlGdCmomGm,https://api.spotify.com/v1/tracks/476JcJ3TpAuCOlGdCmomGm,https://api.spotify.com/v1/audio-analysis/476JcJ3TpAuCOlGdCmomGm,225107,4
238,Sia,Some People Have REAL Problems,Soon We'll Be Found,2008-01-01,260120,56,4eiL3JVHop31N0PwPv6M9D,0.513,0.561,0,-5.586,0,0.0339,0.22,0.000307,0.236,0.406,129.923,audio_features,4eiL3JVHop31N0PwPv6M9D,spotify:track:4eiL3JVHop31N0PwPv6M9D,https://api.spotify.com/v1/tracks/4eiL3JVHop31N0PwPv6M9D,https://api.spotify.com/v1/audio-analysis/4eiL3JVHop31N0PwPv6M9D,260120,3
239,Styleto,Carrousel,Gaffe aux autres,2022-08-26,177196,56,05nHF22haxFM2aLYVUCHDe,0.747,0.503,4,-8.874,1,0.246,0.68,0.0,0.152,0.831,151.982,audio_features,05nHF22haxFM2aLYVUCHDe,spotify:track:05nHF22haxFM2aLYVUCHDe,https://api.spotify.com/v1/tracks/05nHF22haxFM2aLYVUCHDe,https://api.spotify.com/v1/audio-analysis/05nHF22haxFM2aLYVUCHDe,177196,4
240,Kelvin Jones,Stop the Moment (Deluxe),Call You Home,2017-01-06,174186,55,13fKofkr63VqPpBCwv5D1j,0.647,0.465,4,-6.99,1,0.0276,0.28,0.000104,0.123,0.667,90.001,audio_features,13fKofkr63VqPpBCwv5D1j,spotify:track:13fKofkr63VqPpBCwv5D1j,https://api.spotify.com/v1/tracks/13fKofkr63VqPpBCwv5D1j,https://api.spotify.com/v1/audio-analysis/13fKofkr63VqPpBCwv5D1j,174187,4
241,Feist,Multitudes,Hiding Out In The Open,2023-04-14,201174,55,6Q34tUtXLuWst5c63ddQ7N,0.62,0.275,1,-9.429,1,0.0558,0.875,9.56e-06,0.126,0.299,127.395,audio_features,6Q34tUtXLuWst5c63ddQ7N,spotify:track:6Q34tUtXLuWst5c63ddQ7N,https://api.spotify.com/v1/tracks/6Q34tUtXLuWst5c63ddQ7N,https://api.spotify.com/v1/audio-analysis/6Q34tUtXLuWst5c63ddQ7N,201174,4
242,Hollow Coves,See You Soon,See You Soon,2024-02-23,194586,55,6J0iDtlXabHqZizUKWUAX8,0.46,0.447,2,-10.218,1,0.04,0.552,0.00146,0.0904,0.0875,117.886,audio_features,6J0iDtlXabHqZizUKWUAX8,spotify:track:6J0iDtlXabHqZizUKWUAX8,https://api.spotify.com/v1/tracks/6J0iDtlXabHqZizUKWUAX8,https://api.spotify.com/v1/audio-analysis/6J0iDtlXabHqZizUKWUAX8,194587,4
243,Eddy de Pretto,À TOUS LES BÂTARDS,Kiss,2021-09-01,194280,54,3yds1YFMJkj93vdCJuxsJS,0.62,0.458,0,-11.499,1,0.144,0.794,0.0,0.111,0.229,139.925,audio_features,3yds1YFMJkj93vdCJuxsJS,spotify:track:3yds1YFMJkj93vdCJuxsJS,https://api.spotify.com/v1/tracks/3yds1YFMJkj93vdCJuxsJS,https://api.spotify.com/v1/audio-analysis/3yds1YFMJkj93vdCJuxsJS,194280,4
244,Moderator,The World Within (Deluxe),Words Remain,2015-02-19,207283,54,1AW4amyytwC0JNVmpVngIN,0.619,0.695,5,-8.296,1,0.0404,0.408,0.585,0.142,0.718,80.775,audio_features,1AW4amyytwC0JNVmpVngIN,spotify:track:1AW4amyytwC0JNVmpVngIN,https://api.spotify.com/v1/tracks/1AW4amyytwC0JNVmpVngIN,https://api.spotify.com/v1/audio-analysis/1AW4amyytwC0JNVmpVngIN,207284,4
245,Arlo Parks,Collapsed In Sunbeams,Black Dog,2021-01-29,228760,54,37pShAS4iuRXJeRAa9k6xw,0.666,0.545,1,-8.031,0,0.0354,0.686,0.015,0.117,0.378,86.385,audio_features,37pShAS4iuRXJeRAa9k6xw,spotify:track:37pShAS4iuRXJeRAa9k6xw,https://api.spotify.com/v1/tracks/37pShAS4iuRXJeRAa9k6xw,https://api.spotify.com/v1/audio-analysis/37pShAS4iuRXJeRAa9k6xw,228760,4
246,AURORA,The Conflict of the Mind,The Conflict of the Mind,2024-01-18,255800,53,4BFYRUjuuesHjLTJdvo1XR,0.505,0.332,0,-8.952,1,0.03,0.875,0.387,0.333,0.285,135.772,audio_features,4BFYRUjuuesHjLTJdvo1XR,spotify:track:4BFYRUjuuesHjLTJdvo1XR,https://api.spotify.com/v1/tracks/4BFYRUjuuesHjLTJdvo1XR,https://api.spotify.com/v1/audio-analysis/4BFYRUjuuesHjLTJdvo1XR,255800,4
247,The Civil Wars,Barton Hollow,Poison & Wine,2011-02-01,219466,53,4BFudy2Zbryi9a1KFad66B,0.285,0.186,1,-12.729,1,0.0288,0.756,6.71e-05,0.104,0.203,153.85,audio_features,4BFudy2Zbryi9a1KFad66B,spotify:track:4BFudy2Zbryi9a1KFad66B,https://api.spotify.com/v1/tracks/4BFudy2Zbryi9a1KFad66B,https://api.spotify.com/v1/audio-analysis/4BFudy2Zbryi9a1KFad66B,219467,4
248,Villagers,The Art Of Pretending To Swim,A Trick of the Light,2018-09-21,248253,53,1rCPg5GOtes0FIo1BzgvUi,0.563,0.606,11,-8.159,1,0.0267,0.513,0.0391,0.132,0.425,150.0,audio_features,1rCPg5GOtes0FIo1BzgvUi,spotify:track:1rCPg5GOtes0FIo1BzgvUi,https://api.spotify.com/v1/tracks/1rCPg5GOtes0FIo1BzgvUi,https://api.spotify.com/v1/audio-analysis/1rCPg5GOtes0FIo1BzgvUi,248253,4
249,Emilíana Torrini,Fisherman's Woman,Sunny Road,2005-01-31,184533,53,1QhN6ZjGqeRO6cDuE1H76q,0.6,0.144,2,-15.9,0,0.0402,0.923,0.00227,0.122,0.332,83.677,audio_features,1QhN6ZjGqeRO6cDuE1H76q,spotify:track:1QhN6ZjGqeRO6cDuE1H76q,https://api.spotify.com/v1/tracks/1QhN6ZjGqeRO6cDuE1H76q,https://api.spotify.com/v1/audio-analysis/1QhN6ZjGqeRO6cDuE1H76q,184533,4
250,Ben Mazué,Paradis,Le coeur nous anime,2020-11-06,164520,53,2ZoTMDhc30xptF6GntTLnC,0.59,0.359,7,-10.451,1,0.0675,0.894,0.00141,0.103,0.795,87.486,audio_features,2ZoTMDhc30xptF6GntTLnC,spotify:track:2ZoTMDhc30xptF6GntTLnC,https://api.spotify.com/v1/tracks/2ZoTMDhc30xptF6GntTLnC,https://api.spotify.com/v1/audio-analysis/2ZoTMDhc30xptF6GntTLnC,164520,4
251,Rag'n'Bone Man,Human (Deluxe),Grace,2017-02-10,211066,52,08w1hnWW4GhVm61DoVojsY,0.519,0.461,5,-9.525,1,0.035,0.688,0.0,0.29,0.358,79.035,audio_features,08w1hnWW4GhVm61DoVojsY,spotify:track:08w1hnWW4GhVm61DoVojsY,https://api.spotify.com/v1/tracks/08w1hnWW4GhVm61DoVojsY,https://api.spotify.com/v1/audio-analysis/08w1hnWW4GhVm61DoVojsY,211067,4
252,Los Coast,A Change Is Gonna Come,A Change Is Gonna Come,2020-07-03,203615,52,0FEqhGaxp8Gq5m2KvnunJU,0.354,0.523,10,-5.938,1,0.0269,0.514,2.66e-05,0.139,0.179,176.688,audio_features,0FEqhGaxp8Gq5m2KvnunJU,spotify:track:0FEqhGaxp8Gq5m2KvnunJU,https://api.spotify.com/v1/tracks/0FEqhGaxp8Gq5m2KvnunJU,https://api.spotify.com/v1/audio-analysis/0FEqhGaxp8Gq5m2KvnunJU,203616,3
253,Polo & Pan,Les jolies choses,Les jolies choses,2021-06-18,222373,52,03WMhty0KQ2ppU30LiyKy4,0.667,0.734,0,-9.891,1,0.318,0.61,0.0523,0.641,0.145,142.968,audio_features,03WMhty0KQ2ppU30LiyKy4,spotify:track:03WMhty0KQ2ppU30LiyKy4,https://api.spotify.com/v1/tracks/03WMhty0KQ2ppU30LiyKy4,https://api.spotify.com/v1/audio-analysis/03WMhty0KQ2ppU30LiyKy4,222373,4
254,Villagers,You Lucky One,You Lucky One,2024-03-12,294851,52,4hLJcpz3p66r7HkpmpE43l,0.68,0.628,6,-8.554,0,0.0252,0.56,0.00186,0.208,0.782,108.042,audio_features,4hLJcpz3p66r7HkpmpE43l,spotify:track:4hLJcpz3p66r7HkpmpE43l,https://api.spotify.com/v1/tracks/4hLJcpz3p66r7HkpmpE43l,https://api.spotify.com/v1/audio-analysis/4hLJcpz3p66r7HkpmpE43l,294852,4
255,The 1975,All I Need To Hear,All I Need To Hear,2022-09-21,210447,51,42Q00bTTgyQhPE2FVWaoJE,0.4,0.245,11,-10.227,1,0.0344,0.906,0.00131,0.119,0.21,136.553,audio_features,42Q00bTTgyQhPE2FVWaoJE,spotify:track:42Q00bTTgyQhPE2FVWaoJE,https://api.spotify.com/v1/tracks/42Q00bTTgyQhPE2FVWaoJE,https://api.spotify.com/v1/audio-analysis/42Q00bTTgyQhPE2FVWaoJE,210447,3
256,Passenger,All The Little Lights (Deluxe Version),Let Her Go - Acoustic,2013-02-17,266626,51,38OudvGwGjmc5R4sDb2rd0,0.547,0.0739,4,-13.961,0,0.052,0.948,0.0,0.108,0.25,142.526,audio_features,38OudvGwGjmc5R4sDb2rd0,spotify:track:38OudvGwGjmc5R4sDb2rd0,https://api.spotify.com/v1/tracks/38OudvGwGjmc5R4sDb2rd0,https://api.spotify.com/v1/audio-analysis/38OudvGwGjmc5R4sDb2rd0,266627,4
257,Louane,Sentiments,Le bateau coule,2022-12-09,199426,51,5LjlW19V9AQ4pg0ck0uvcO,0.45,0.298,0,-10.259,1,0.04,0.934,0.0,0.0803,0.137,149.676,audio_features,5LjlW19V9AQ4pg0ck0uvcO,spotify:track:5LjlW19V9AQ4pg0ck0uvcO,https://api.spotify.com/v1/tracks/5LjlW19V9AQ4pg0ck0uvcO,https://api.spotify.com/v1/audio-analysis/5LjlW19V9AQ4pg0ck0uvcO,199427,4
258,Jamie Woon,Making Time,Sharpness,2015-10-30,207133,51,2dk5HQv2V6hEVeGGlPvCFA,0.849,0.583,6,-7.865,0,0.0565,0.259,0.167,0.102,0.666,98.011,audio_features,2dk5HQv2V6hEVeGGlPvCFA,spotify:track:2dk5HQv2V6hEVeGGlPvCFA,https://api.spotify.com/v1/tracks/2dk5HQv2V6hEVeGGlPvCFA,https://api.spotify.com/v1/audio-analysis/2dk5HQv2V6hEVeGGlPvCFA,207133,4
259,Mega,Chariot,Chariot,2018-08-10,216755,51,6GRx9KtB1BhKDelUtsxzvT,0.736,0.346,9,-7.926,1,0.0267,0.844,0.122,0.123,0.233,92.006,audio_features,6GRx9KtB1BhKDelUtsxzvT,spotify:track:6GRx9KtB1BhKDelUtsxzvT,https://api.spotify.com/v1/tracks/6GRx9KtB1BhKDelUtsxzvT,https://api.spotify.com/v1/audio-analysis/6GRx9KtB1BhKDelUtsxzvT,216755,4
260,Agnes Obel,Philharmonics,Riverside,2010-10-04,228546,51,4vJ2nNBA6sxAUN5kLGPq3Q,0.449,0.179,9,-13.474,0,0.0408,0.985,0.000367,0.134,0.24,197.877,audio_features,4vJ2nNBA6sxAUN5kLGPq3Q,spotify:track:4vJ2nNBA6sxAUN5kLGPq3Q,https://api.spotify.com/v1/tracks/4vJ2nNBA6sxAUN5kLGPq3Q,https://api.spotify.com/v1/audio-analysis/4vJ2nNBA6sxAUN5kLGPq3Q,228547,3
261,Janie,Toujours des fleurs,Mon idole,2021-10-01,281757,51,7hw9fHpl79i897B0wOmor8,0.412,0.242,11,-12.694,0,0.0351,0.789,0.00267,0.0781,0.188,135.758,audio_features,7hw9fHpl79i897B0wOmor8,spotify:track:7hw9fHpl79i897B0wOmor8,https://api.spotify.com/v1/tracks/7hw9fHpl79i897B0wOmor8,https://api.spotify.com/v1/audio-analysis/7hw9fHpl79i897B0wOmor8,281758,4
262,Dekker,Future Ghosts,Future Ghosts,2024-03-01,208010,51,4qAgGrSjZGg1tpSk0wEslY,0.449,0.252,8,-14.034,1,0.0358,0.933,0.129,0.118,0.37,87.317,audio_features,4qAgGrSjZGg1tpSk0wEslY,spotify:track:4qAgGrSjZGg1tpSk0wEslY,https://api.spotify.com/v1/tracks/4qAgGrSjZGg1tpSk0wEslY,https://api.spotify.com/v1/audio-analysis/4qAgGrSjZGg1tpSk0wEslY,208011,4
263,Selah Sue,You,You,2020-04-17,180973,50,5eNfh2WZrReCBJIGssyW4G,0.71,0.239,4,-11.908,1,0.0341,0.331,0.0455,0.0985,0.0965,74.982,audio_features,5eNfh2WZrReCBJIGssyW4G,spotify:track:5eNfh2WZrReCBJIGssyW4G,https://api.spotify.com/v1/tracks/5eNfh2WZrReCBJIGssyW4G,https://api.spotify.com/v1/audio-analysis/5eNfh2WZrReCBJIGssyW4G,180973,4
264,Joss Stone,Colour Me Free,4 And 20,2009-01-01,306266,50,6UHJ8O2EmdLiroQzYTswDn,0.584,0.363,10,-8.836,1,0.0352,0.576,2.9e-05,0.104,0.464,104.567,audio_features,6UHJ8O2EmdLiroQzYTswDn,spotify:track:6UHJ8O2EmdLiroQzYTswDn,https://api.spotify.com/v1/tracks/6UHJ8O2EmdLiroQzYTswDn,https://api.spotify.com/v1/audio-analysis/6UHJ8O2EmdLiroQzYTswDn,306267,3
265,Birdy,Surrender,Surrender,2021-01-22,234240,50,65cQkOFngSgj37Gnzp4ry4,0.353,0.386,0,-10.927,1,0.045,0.661,0.000231,0.0806,0.269,147.808,audio_features,65cQkOFngSgj37Gnzp4ry4,spotify:track:65cQkOFngSgj37Gnzp4ry4,https://api.spotify.com/v1/tracks/65cQkOFngSgj37Gnzp4ry4,https://api.spotify.com/v1/audio-analysis/65cQkOFngSgj37Gnzp4ry4,234240,4
266,Son Little,Son Little (Deluxe Edition),Lay Down,2015-10-16,228000,50,3x8IsQzb1KhPPo6zNGzzL1,0.467,0.257,5,-10.123,1,0.0314,0.775,0.0,0.118,0.255,106.605,audio_features,3x8IsQzb1KhPPo6zNGzzL1,spotify:track:3x8IsQzb1KhPPo6zNGzzL1,https://api.spotify.com/v1/tracks/3x8IsQzb1KhPPo6zNGzzL1,https://api.spotify.com/v1/audio-analysis/3x8IsQzb1KhPPo6zNGzzL1,228000,3
267,You+Me,rose ave.,You and Me,2014-10-08,192600,50,3DKYv4paFYB1p4H6qKaiKi,0.517,0.318,1,-10.455,0,0.03,0.922,1.91e-06,0.121,0.245,88.979,audio_features,3DKYv4paFYB1p4H6qKaiKi,spotify:track:3DKYv4paFYB1p4H6qKaiKi,https://api.spotify.com/v1/tracks/3DKYv4paFYB1p4H6qKaiKi,https://api.spotify.com/v1/audio-analysis/3DKYv4paFYB1p4H6qKaiKi,192600,4
268,Oscar Anton,postcard from Berlin,grapejuice,2022-02-04,194092,49,203Opyo455Pw6m4SCmQSVs,0.672,0.604,11,-10.04,0,0.0417,0.307,0.000463,0.261,0.526,83.019,audio_features,203Opyo455Pw6m4SCmQSVs,spotify:track:203Opyo455Pw6m4SCmQSVs,https://api.spotify.com/v1/tracks/203Opyo455Pw6m4SCmQSVs,https://api.spotify.com/v1/audio-analysis/203Opyo455Pw6m4SCmQSVs,194092,4
269,Ocie Elliott,Come on By,Come on By,2023-10-27,205093,49,1zYY2CKpDuGchopm3RYSKy,0.646,0.392,9,-11.119,1,0.0283,0.844,0.0714,0.105,0.425,74.991,audio_features,1zYY2CKpDuGchopm3RYSKy,spotify:track:1zYY2CKpDuGchopm3RYSKy,https://api.spotify.com/v1/tracks/1zYY2CKpDuGchopm3RYSKy,https://api.spotify.com/v1/audio-analysis/1zYY2CKpDuGchopm3RYSKy,205093,4
270,James Vincent McMorrow,Stay cool,Stay cool,2024-01-26,207982,49,5mH3NdJZnMfoFUSk2LgdGL,0.624,0.238,7,-12.498,1,0.0361,0.896,1.23e-05,0.0935,0.368,123.905,audio_features,5mH3NdJZnMfoFUSk2LgdGL,spotify:track:5mH3NdJZnMfoFUSk2LgdGL,https://api.spotify.com/v1/tracks/5mH3NdJZnMfoFUSk2LgdGL,https://api.spotify.com/v1/audio-analysis/5mH3NdJZnMfoFUSk2LgdGL,207982,3
271,Warpaint,Underneath,Underneath,2024-03-21,269744,49,0QGFzGvqGnwb0mujqRtqL4,0.4,0.21,10,-12.804,1,0.0324,0.947,0.0301,0.11,0.0784,86.948,audio_features,0QGFzGvqGnwb0mujqRtqL4,spotify:track:0QGFzGvqGnwb0mujqRtqL4,https://api.spotify.com/v1/tracks/0QGFzGvqGnwb0mujqRtqL4,https://api.spotify.com/v1/audio-analysis/0QGFzGvqGnwb0mujqRtqL4,269745,4
272,HAEVN,Eyes Closed,Fortitude,2018-09-14,213546,48,77o7oAwo5OSbKvPBzvRwYR,0.237,0.147,5,-13.543,0,0.0371,0.934,0.142,0.107,0.162,77.484,audio_features,77o7oAwo5OSbKvPBzvRwYR,spotify:track:77o7oAwo5OSbKvPBzvRwYR,https://api.spotify.com/v1/tracks/77o7oAwo5OSbKvPBzvRwYR,https://api.spotify.com/v1/audio-analysis/77o7oAwo5OSbKvPBzvRwYR,213547,3
273,RY X,Blood Moon,Let You Go,2022-06-17,232386,48,2pK3jFRZt9Yqpl1mAEwcEr,0.634,0.413,4,-11.168,0,0.0403,0.564,0.433,0.116,0.038,91.982,audio_features,2pK3jFRZt9Yqpl1mAEwcEr,spotify:track:2pK3jFRZt9Yqpl1mAEwcEr,https://api.spotify.com/v1/tracks/2pK3jFRZt9Yqpl1mAEwcEr,https://api.spotify.com/v1/audio-analysis/2pK3jFRZt9Yqpl1mAEwcEr,232387,4
274,Jack Garratt,Phase (Deluxe),Worry,2016-02-19,242560,48,5mLcaGVV89H58FWJ677E6K,0.585,0.491,9,-10.083,0,0.222,0.169,0.000317,0.5,0.343,90.196,audio_features,5mLcaGVV89H58FWJ677E6K,spotify:track:5mLcaGVV89H58FWJ677E6K,https://api.spotify.com/v1/tracks/5mLcaGVV89H58FWJ677E6K,https://api.spotify.com/v1/audio-analysis/5mLcaGVV89H58FWJ677E6K,242560,4
275,Emma Peters,Le temps passe etc.,Le temps passe,2021-11-26,192943,48,3tTnW4npe4uYwLRaOGkrdU,0.825,0.541,0,-5.813,1,0.0507,0.439,0.0,0.159,0.586,94.993,audio_features,3tTnW4npe4uYwLRaOGkrdU,spotify:track:3tTnW4npe4uYwLRaOGkrdU,https://api.spotify.com/v1/tracks/3tTnW4npe4uYwLRaOGkrdU,https://api.spotify.com/v1/audio-analysis/3tTnW4npe4uYwLRaOGkrdU,192943,4
276,Chilla,Sonatine,Sonatine,2022-10-19,233666,48,0A0QXR6AT2UuhlrrLhDMn0,0.402,0.183,10,-11.518,0,0.0366,0.873,2.59e-06,0.107,0.308,128.146,audio_features,0A0QXR6AT2UuhlrrLhDMn0,spotify:track:0A0QXR6AT2UuhlrrLhDMn0,https://api.spotify.com/v1/tracks/0A0QXR6AT2UuhlrrLhDMn0,https://api.spotify.com/v1/audio-analysis/0A0QXR6AT2UuhlrrLhDMn0,233667,4
